comman,text,label
الشرطة المغربية تُلقي القبض على شاب اعتدى على فتاة جنسياً,المغرب: الإفراج عن الشاب المعتدي على الفتاة جنسياً,0
الأمن السعودي يسقط طائرة لاسلكية ترفيهية صغيرة بمنطقة القصور الملكية,السعودية: اسقاط طائرة لاسلكية ترفيهية صغيرة بمنطقة القصور الملكية,1
العدل الدولية تدين أحكام إعدام جماعية في مصر وتطالب بإعادتها,العدل الدولية تتجاهل أحكام الإعدام الجماعية في مصر,0
أسعار النفط تتراجع دون 74 دولارا,برميل النفط يتجاوز حاجز ٧٤ دولار,0
تعرض عشرات المهاجرين الغير شرعيين للغرق قبالة سواحل اليمن,نجاة شرات المهاجرين من الغرق لغرق قبالة سواحل اليمن,0
اختفاء جمال خاشقجي: الأمين العام للأمم المتحدة يطالب بكشف الحقيقة,مطالبات من الأمم المتحدة بكشف المزيد من التفاصيل في قضية جمال خاشقجي,1
الليرة التركية تحطم الأرقام.. انهيار مستمر وأردوغان لايتزحزح,أردوغان يتمسك بقراراته والليرة تواصل التراجع,1
حادث الطائرة التركية: مصرع ابنة رجل أعمال وصديقاتها بعد حفل في الإمارات,مصرع ابنة رجل أعمال وصديقاتها فى حادث الطائرة التركية بعد حضورهم لحفل في الإمارات,1
واشنطن تفرض عقوبات على الأمين العام لحزب الله حسن نصر الله ومساعدين له,فرضت واشنطن عقوبات على حسن نصر الله الأمين العام لحزب الله ومساعدين له,1
تباين الآراء بشأن إلغاء المدارس التجريبية في مصر,مصر: اختلاف الآراء بخصوص إلغاء المدارس التجريبية,1
تسلا تستعد لإطلاق أول مصانعها في الصين,مصنع جديد لتسلا في الصين,1
الدولار يرتفع معوضا خسائر التعاملات المبكرة,ارتفاع لسعر اليورو يعوض خسائر التعاملات المبكرة,0
إعتذار الرئيس الفلسطيني بعد تصريحاته عن محارق اليهود,الرئيس الفلسطيني يرفض الإعتذار بعد تصريحاته عن محارق اليهود,0
مصنع جديد لتسلا في الصين,الصين تغلق مصنع تسلا الأميركي,0
الليرة التركية تهوي إلى مستوى قياسي وسط تهديدات أميركية,صعود في قيمة الليرة التركية رغم التهديدات الأمريكية,0
بيل كوسبي يدفع مبلغ 3.4 مليون دولار ليحل أزمة اتهامه بالتحرش الجنسي,بيل كوسبي يدفع مبلغ 20 مليون دولار ليحل أزمة اتهامه بالتحرش الجنسي,0
الذهب يرتفع بفعل قرار ترامب,النفط يرتفع بفعل قرار ترامب,0
عشرة نجوم اقتحموا عالم السياسة: أحدثهم بطلة الجنس والمدينة,10 نجوم يشاركوا في السياسة آخرهم مخرج الجنس و المدينة ,0
حرب تجارية تهدد علاقات أميركا وأوروبا.. وبدء خطوات انتقامية,اشتعال فتيل حرب تجارية أميركية_أوروبية,1
أول غرامة لسيدة في الدنمارك بسبب النقاب,فالدنمارك تدعم الحرية الشخصية في ارتداء النقاب,0
البحث في عقوبات جديدة بسبب برنامج الصواريخ الإيراني,ناقش مسؤولون أمريكيون التهم الموجهة لليمن بسبب برنامج الصواريخ,0
أدنوك توقع اتفاقيتي امتياز مع مؤسسة البترول الصينية,أدنوك و مؤسسة البترول السعودية توقعا اتفاقيتي امتياز,0
مصر بين انتخابات رئاسة شكلية وإنجازات يرجى استكمالها,مصر ما بين انتخابات رئاسة روتينية و إنجازات يتمنى الشعب استكمالها,1
الخام الأميركي يهبط وعلاوة برنت ترتفع لأعلى مستوى,ارتفاع بالخام الأميركي وانخفاض لعلاوة برنت,0
كيف تحافظ واشنطن على التعاون التركي الإيراني الروسي في سوريا؟,واشنطن تهاجم التعاون التركي الإيراني الروسي في سوريا,0
هل يشكل اللادينيون ظاهرة في المغرب؟,اختفاء ظاهرة اللادينيون في المغرب,0
كندا تشتكي أميركا والسبب الرسوم على السلع التجارية,أميركا تشتكي كندا على خلفية الرسوم التجارية,0
ماكرون يظهر في فيلم يعرض بمهرجان كان السينمائي,ماكرون ظهر في فيلم عُرض بمهرجان كان السينمائي,1
أوضح ترامب أن العشب الفلسطيني والإسرائيلي غير جاهزين للسلام,أعلن ترامب عن تأييده للسلام بين الفلسطينيون والإسرائليون,0
المخاوف بشأن إيران والنزاع في فنزويلا يسببان صعوداً مفاجئاً في أسعار النفط,انخفاض في أسعار النفط عالمياً رغم الأزمة الفنزويلية,0
شيدت السعودية دارا للأوبرا تكلفت 64 مليار دولار ضمن استثمارات ترفيهية,السعودية ترفض تشييد دار للأوبرا,0
تضاعف أرباح طيران الإمارات مع زيادة الطلب على الشحن,أرباح طيران الإمارات تتضاعف بسبب النمو السياحي,0
محطات في حياة الممثل الراحل جميل راتب,وقفات في حياة المغني الراحل جميل راتب,0
قبل اجتماع يونكر وترامب.. تحذير ألماني لواشنطن,الرئيس الأميركي يوجه تهديدات لألمانيا قبل لقائه يونكر,0
العام فى قطر، حلو و مرّ,عام صعب فى قطر,0
اتهام ضباطا في السلطة بمحاولة اغتيال الحمد الله في غزة,براءة ضباطا في السلطة من تهمة محاولة اغتيال الحمد الله في غزة,0
جيرار ديبارديو الممثل الفرنسي الشهير يُتهم باغتصاب ممثلة شابة,جيرار ديبارديو الممثل الفرنسي الشهير يُتهم بقتل ممثلة شابة,0
سفينة لمكافحة قرصنة من كوريا الجنوبية تبحر إلى ليبيا لإنقاذ مهندس مخطوف,كوريا الجنوبية تتجاهل مهندس مخطوف في ليبيا,0
اعتقال إيرانية تعيش في بريطانيا منذ 10 سنوات خلال زيارتها للبلاد,تعرض إيرانية تعيش في بريطانيا منذ 10 سنوات للاعتقال عند زيارتها للبلاد,1
تونس تقول إنه ليس لديها خطط لإعادة مشتبه بكونه حارس بن لادن إلى ألمانيا,تونس تنفى وجود خطط لإعادة مشتبه بكونه حارس بن لادن إلى ألمانيا,1
أعلى مرجع شيعي يحض العراقيين على عدم انتخاب الفاشلين والفاسدين في الانتخابات النيابية,مرجع شيعى: لا لانتخاب الفاشلين و الفاسدين فى الانتخابات النيابية,1
من هي ناتالي بورتمان التي رفضت جائزة إسرائيلية بسبب غزة؟,ناتالي بورتمان ترفض جائزة إسرائيلية بسبب غزة,1
استقالة مستشار الرئيس الأمريكي للأمن الداخلي,مستشار الرئيس الأمريكي للأمن الداخلي يقدم استقالته,1
الأسد يزور الغوطة الشرقية ومفاوضات لإجلاء الفصائل المسلحة,زيارة الأسد للغوطة الشرقية: مفاوضات من أجل ابعاد الفصائل المسلحة,1
إعادة فرض حظر التجول بعد مقتل متظاهر في احتجاجات البصرة,فرض حظر التجول من جديد بعد مقتل متظاهر في احتجاجات البصرة,1
تنظيم العمالة الفلبينية في الكويت,الكويت ترفض تنظيم العمالة الفلبينية,0
100 ألف برميل يخسرهم الإنتاج الليبي يوميا بعد هجوم إرهابي,20 ألف برميل يخسرهم الإنتاج الليبي يوميا بعد هجوم إرهابي,0
تصريحات غاضبة متبادلة بين ترامب و روحانى,هدوء الأوضاع بين ترامب و روحانى,0
الذهب يرتفع مع ضعف الدولار,ارتفاع الدولار يهبط بأسعار الذهب,0
في تحد لترامب، إيران تكشف عن طائرة مقاتلة جديدة محلية الصنع,إيران تتحدى ترامب و تكشف عن طائرة مقاتلة جديدة محلية الصنع,1
روسيا تشن أول غارة جوية على جنوبي سوريا منذ هدنة 2017,روسيا بدون غارات جوية على سوريا منذ هدنة 2017,0
كوالالمبور: سوري عالق فى المطار لأكثر من شهر,حل أزمة السوري العالق في مطار كوالالمبور,0
السعودية وكندا: المملكة تطرد السفير الكندي وتجمد كل التعاملات التجارية الثنائية الجديدة,السفير الكندي فى السعودية يباشر عمله,0
الذهب يتراجع من أعلى مستوى في 5 أسابيع,تراجع لأسعار الذهب من أعلى مستوى في خمسة أسابيع,1
روسيا: مفتشو منظمة حظر الأسلحة الكيماوية غادروا دمشق متوجهين إلى دوما,أعلنت روسيا مغادرة مفتشو منظمة حظر الأسلحة الكيماوية دمشق متجهين إلى دوما,1
إنتاج ليبيا النفطي يخسر 100 ألف برميل يوميا بعد هجوم إرهابي,100 ألف برميل يخسرهم الإنتاج الليبي يوميا بعد هجوم إرهابي,1
20 قتيلا في غارات على الحديدة اليمنية,غارات على الحديدة فى اليمن دون سقوط ضحايا,0
برنت يغلق مستقرا والخام الأميركي يرتفع,انخفاض برنت عند الاغلاق و ارتفاع للخام الأمريكي,0
إيران وسط العاصفة بين الماء و النار,هدوء الأوضاع فى إيران,0
مقتل العشرات فى معارك الحديدة فى اليمن,اليمن: معارك قوية فى الحديدة دون وقوع ضحايا,0
تم التوصل إلى اتفاق يشمل خروج جيش الإسلام من الغوطة فى سوريا,فشل اتفاق خروج جيش الإسلام من الغوطة فى سوريا,0
مفوضية اللاجئين تطالب إسرائيل بإعادة النظر في قرارها بشأن اللاجئين الأفارقة,مفوضية اللاجئين تأمل أن تعيد أمريكا النظر في إلغائها لاتفاق إعادة توطين اللاجئين الأفارقة,0
حريق تسبب في سقوط الطائرة المصرية فوق المتوسط في 2016,سقوط الطائرة المصرية فوق البحر المتوسط فى 2016 كان بسبب حادث مدبر,0
الحرب في سوريا: الرئيس الروسي يأمر بوقف إنساني للقتال في الغوطة الشرقية,أمر الرئيس الروسي بوقف إنساني للقتال في الغوطة الشرقية فى سوريا,1
الحرب التجارية بين الصين وأميركا تهبط بالدولار,هبوط للدولار بفعل حرب الصين_أميركا التجارية,1
تراجع التضخم في مصر,التضخم يتراجع في مصر,1
الدولار يقفز قبيل إعلان الأربعاء,انخفاض يكتسح الدولار بعد إعلان الأربعاء,0
اعتذار من بي بي سي للمذيعة كاري غراسي بشأن الراتب,اعتذار من بي بي سي للمذيعة كاري غراسي بشأن الترقية,0
اليمن: معارك الحديدة تسفر عن مقتل العشرات خلال أيام,مقتل العشرات فى معارك الحديدة فى اليمن,1
وزير الخارجية اليمني: لا نخطط لتدمير البنية التحتية,وزير الخارجية اليمني: نخطط لتدمير البنية التحتية,0
تحقيق أفضل تصنيف ائتماني لمصر في ٧ أعوام,مصر تتراجع في التصنيف الائتماني,0
مصر تجري تقييما مرحليا للمشاريع السياحية قيد التنفيذ,المشاريع السياحية المصرية تحت التقييم,1
السودان: استبدال رئيس الأركان ضمن تغييرات في قيادات الجيش,بقاء رئيس الأركان السوداني فى منصبه,0
الذهب يتراجع مع تصريحات ترامب حول كوريا الشمالية,تصريحات ترامب حول كوريا الشمالية تخفض أسعار الذهب,1
إبطال زواج طفلة عمرها 11 عاما فى السودان,محكمة سودانية تقضي بصحة زواج طفلة عمرها 11 عاما,0
كيف تبقي واشنطن على التعاون التركي الإيراني الروسي حيا في سوريا؟,كيف تحافظ واشنطن على التعاون التركي الإيراني الروسي في سوريا؟,1
كيف بدت ردود الفعل عربياً وعالمياً على أحداث غزة؟,هدوء عربي وعالمي بعد أحداث غزة,0
اللاجئون السوريون يخشون خسارة أردوغان وحزبه الانتخاباب الوشيكة,اللاجئون السوريون واثقون فى فوز أردوغان وحزبه بالانتخابات القادمة,0
روحاني يتهم واشنطن بالسعي لتغيير نظام الحكم في إيران,أتهم روحانى واشنطن بالسعى لتغيير نظام الحكم الإيرانى,1
غرق عشرات المهاجرين قبالة سواحل اليمن,نجاة شرات المهاجرين من الغرق لغرق قبالة سواحل اليمن,0
الليرة التركية تهبط إلى مستوى قياسي جديد أمام الدولار,ارتفاع الليرة التركية مقابل الدولار,0
الجزائر تؤكد ظهور 41 حالة إصابة بالكوليرا في أربع ولايات,الجزائر تعلن إصابة 41 حالة بالكوليرا في أربع ولايات,1
اللاجئون السوريون قلقون من خسارة أردوغان وحزبه الانتخابات القادمة,اللاجئون السوريون واثقون فى فوز أردوغان وحزبه بالانتخابات القادمة,0
بوتن يرفع راية الإصلاح الاقتصادي بولايته الرابعة,رئيس روسيا في ولايته الرابعة يتفادى الإصلاحات الاقتصادية,0
محمد بن سلمان يزور الكويت وسط توقعات بمناقشة الأزمة الخليجية,زيارة لمحمد بن سلمان إلى الكويت مع توقعات بمناقشة أزمة الخليج,1
وزارة الصحة: مقتل 3 فلسطينيين في مظاهرات غزة اليوم,الجيش الأمريكي يعلن مقتل إرهابيين اثنين في غارة جوية جنوبي ليبيا,other
إسرائيل: لن نفرق بين الدولة اللبنانية وحزب الله في أي حرب في المستقبل,إسرائيل: هناك فرق كبير بين الدولة اللبنانية وحزب الله,0
حكاية نازانين زاغاري البريطانية المتهمة بالتجسس في إيران,تعرف على نازانين زاغاري البريطانية المتهمة بالجاسوسية فى إيران,1
إيران: احتجاجات كبيرة في عدة مدن سبب الأوضاع الاقتصادية الصعبة,إنتعاش الاقتصاد الإيراني,0
لماذا تعترف إسرائيل الآن بتدمير المفاعل النووي السوري؟,إسرائيل تنكر تدمير المفاعل النووي السوري,0
مع تدهور الليرة.. تركيا تعلن غدا عن نموذج اقتصادي جديد,اقتصاد تركيا تنفي طرح نموذج اقتصادي جديد,0
أردوغان يبدأ ولاية رئاسية جديدة بصلاحيات غير مسبوقة,يبدأ أردوغان ولاية جديدة فى الرئاسة بصلاحيات كبيرة غير مسبوقة,1
مصر.. وفرة السكر تفرض قرارا عاجلا على الحكومة,قرار حكومي مصري عاجل بسبب وفرة السكر,1
رحلة تاريخية بين مدينتي لندن وبيرث,رحلة تاريخية بين لندن وبرلين,0
اتهام للسعودية باعتقال مواطن قطري والإعلام السعودي يصفه بأنه ضابط مخابرات,السعودية تنفي اعتقال مواطن قطري,0
إطلاق تطبيق على الهاتف المحمول لتقييم الخطب الدينية فى السعودية,رفض قاطع لتطبيق على الهاتف المحمول لتقييم الخطب الدينية فى السعودية,0
تحذيرات ألمانية من حرب ترامب التجارية,ترامب يحذر ميركل من الحرب التجارية,0
الحرب في اليمن: تنظيم الدولة الإسلامية يتبنى هجوما مزدوجا في عدن,هجوم مزدوج على عدن باليمن و تنظيم الدولة الإسلامية يتبنى الهجوم,1
قفزة ضخمة في تحويلات المصريين بالخارج,المصريون المغتربون يسببون قفزة بالتحويلات لبلدهم,1
من هم العرب الذين حصلوا على جائزة نوبل للسلام؟,من هم العرب الذين حصلوا على جائزة نوبل للطب؟,0
مرجع شيعى: لا لانتخاب الفاشلين و الفاسدين فى الانتخابات النيابية,مرجع شيعى يجيز انتخاب الفاشلين !,0
أجهضت 12 مرة بإرادتها في بلد عربي يكفل حق الإجهاض,سيدة أجهضت 12 مرة بكامل إرادتها فى بلد عربى لا يجرم ذلك,1
سيدة أجهضت 12 مرة بكامل إرادتها فى بلد عربى لا يجرم ذلك,سيدة تواجه المحاكمة بتهمة الاجهاض,0
محكمة العدل الدولية تبحث دعوى إيران لتعليق العقوبات الأمريكية,محمكة العدل الدولية تناقش مطالب إيران بوقف العقوبات الأمريكية,1
السعودية تدعو إلى اجتماع رباعي لدعم الأردن,مصر تدعو إلى اجتماع رباعي لدعم الأردن,0
محكمة عسكرية مصرية تقضي بحبس هشام جنينة خمس سنوات,حكم بحبس هشام جنينة خمس سنوات,1
خامنئي يعترف: خطأ فادح السبب في مشكلات إيران,خامنئي يرفض الاعتراف بوجود أي خطأ,0
الإعلان عن سقوط طائرة تركية عائدة من الإمارات,الإعلان عن تحطم طائرة يمنية عائدة من الإمارات,0
السعودية طردت 17 ألف مهاجر يمني هذا العام,تم تهجير عدد كبير من السوريين المقيمين بالسعودية,0
لماذا يهز اقتصاد إيطاليا أسواق العالم؟,إيطاليا وحمى هبوط أسهم العالم,1
تفجير سيارة مفخخة في سوريا يؤدي لمقتل رئيس مركز البحوث العلمية,تفجير سيارة مفخخة في اليمن يؤدي لمقتل رئيس مركز البحوث العلمية,0
ارتفاع في أسعار النفط وصعود في وول ستريت,انخفاض النفط عالميا وهبوط في وول ستريت,0
دي ميستورا مستعد للذهاب بنفسي إلى إدلب لضمان الخروج الآمن للمدنيين,دي ميستورا لا يكترث بأمر المدنيين فى إدلب,0
إقالة وزير الداخلية التونسي بعد أيام من غرق قارب للمهاجرين,إقالة وزير الدفاع التونسي بعد أيام من غرق قارب للمهاجرين,0
الكنيست الإسرائيلي: قراءة أولى لمشروع قانون يهودية الدولة المثير للجدل,أعلن الكنيست الإسرائيلي عن قراءة أولى لمشروع قانون يهودية الدولة المثير للجدل,1
نساء الموصل يحتفلن بحريتهن فى يوم المرأة,نساء الموصل يواجهن الكبت و القيود المجتمعية,0
خطوة صينية تنذر بانفجار سكاني,الصين نحو إلغاء سياستها في تحديد النسل,0
مظاهرات البصرة: توقف العمل في ميناء أم قصر عقب اشتباكات عنيفة,توقف العمل فى ميناء أم قصر نتيجة للاشتباكات العنيفة فى مظاهرات البصرة,1
70 مليون دولار لتأهيل قطاع النقل والموانئ في اليمن,تأهيل قطاع النقل والموانئ في اليمن يحتاج إلى 10 مليون دولار,0
هارفي واينستين يعلن تسليم نفسه للشرطة من أجل مواجهة تهم التحرش الجنسي,هارفي واينستين يعلن تسليم نفسه للشرطة من أجل مواجهة تهم السرقة,0
البورصة المصرية على موعد مع أسهم حكومية,مصر ترفض طرح حصص حكومية بالبورصة,0
الذهب يرتفع بسبب مخاوف التضخم,أسعار الذهب تهوي بسبب مخاوف التضخم,0
واشنطن تنقل سفارتها إلى القدس مايو المقبل,واشنطن تلغي قرار نقل سفارتها إلى القدس,0
إضراب عام للفلسطينيين في الضفة الغربية وقطاع غزة احتجاجا على قانون يهودية الدولة في إسرائيل,إهدوء تام فى الضفة الغربية وقطاع غزة,0
إنشاء وزارة الثقافة بالسعودية لتأمين المزيد من الرفاهية للشباب,نفي السعودية ما يتردد عن إنشاء وزارات جديدة,0
بومبيو يتهم إيران باستغلال محكمة العدل الدولية لأغراض سياسية,بومبيو يتهم العراق باستغلال محكمة العدل الدولية لأغراض سياسية,0
العملة الأرجنتينية تنهار و البنك المركز يتدخل,العملة الأرجنتينية تنهار و الولايت المتحدة تتدخل,0
القطرية تسعى لتعويض خسائرها بـإجراء جديد,لوقف الخسائر: الخطوط القطرية تتخذ إجراءات جديدة قريبا,1
حكم بإعدام 16امرأة تركية بتهمة الانضمام لتنظيم الدولة الإسلامية فى العراق,حكم ببراءة 16امرأة تركية,0
مورغان ستانلي يرى قفزة كبيرة في أسعار النفط,مورغان ستانلي  يتوقع هبوطا حادا للنفط,0
اتفاق أمريكي تركي على انسحاب المسلحين الأكراد من منبج السورية,اتفاق بين أمريكا و تركيا على انسحاب المسلحين الأكراد من منبج السورية,1
مجلس سوريا الديمقراطية: نعمل مع الحكومة على خارطة طريقة نحو دولة لا مركزية,يعمل مجلس سوريا الديمقراطية مع الحكومة على خطة نحو دولة لا مركزية,1
تنديد فلسطيني واسع بعد الإفراج عن جندي إسرائيلي قتل جريحا,تجاهل فلسطيني بعد الإفراج عن جندي إسرائيلي,0
إقالة رئيس هيئة الترفيه في السعودية عقب عرض لاعبات سيرك بالرياض,إقالة رئيس هيئة الترفيه السعودي بعد عرض لاعبات السيرك المثير للجدل بالرياض,1
مصر تتوقع عجزا في الموازنة 9.5-9.7 بالمئة,توقعات بعجز الموازنة المصرية,1
توقيع عدة اتفاقيات بين الإمارات وموريتانيا,الإمارات توقع عدة اتفاقيات مع موريتانيا,1
وزير الخارجية الإيراني يحذر ترامب,وزير الخارجية الإيراني يرحب بترامب,0
اندلاع أعمال عنف بين غزة وإسرائيل في يوم آخر من الاحتجاجات,أعمال عنف حادة بين غزة وإسرائيل في يوم جديد من الاحتجاجات,1
من هي ناتالي بورتمان التي رفضت جائزة إسرائيلية بسبب غزة؟,ناتالي بورتمان ترفض جائزة أوسكار بسبب غزة,0
إيران تتحدى ترامب و تكشف عن طائرة مقاتلة جديدة محلية الصنع,إيران تعلن التعاون مع ترامب فى انتاج طائرة مقاتلة محلية الصنع,0
تغيير حكومى فى مصر و الدفاع و الداخلية أبرز التغييرات,استمرار الحكومة دون تغيير فى مصر,0
مصر تودع العراب أحمد خالد توفيق,وفاة المؤلف المصري  أحمد خالد توفيق,1
أعلن الجيش المصري عن مقتل 71 مسلحا و7 عسكريين منذ بدء عملية سيناء,أعلن الجيش المصري يعلن فشل عملية سيناء,0
الجيش العراقي يقتل 45 من عناصر تنظيم الدولة في غارات جوية شرقي سوريا,مقتل 45 من عناصر تنظيم الدولة على يد الجيش العراقى في غارات جوية شرقي سوري,1
صفعة اقتصادية قوية لإيران,إيران تتلقى صفعة اقتصادية قوية,1
اعلان الحداد فى أرجاء فلسطين على قتلى يوم الأرض,تجاهل فتلى يوم الأرض فى فلسطين,0
التحقيق مع كاتب سعودي يشكو من كثرة المساجد وينتقد إزعاج الأذان,كاتب يدعم كثرة عدد المساجد ويطلب رفع صوت الأذان,0
ديرسم داغ: حكاية أصغر نائبة في تاريخ البرلمان التركي,حصول ديرسم داغ على مقعد في البرلمان التركي بالرغم من صغر سنها,1
الطمث ووصمة العار.. مسلمات يواجهن الأفكار النمطية في رمضان,مسلمات يواجهن الأفكار النمطية في رمضان,1
السعودية تفتح مجالها الجوى أمام الهند فى رحلاتها إلى تل أبيب,السعودية تغلق مجالها الجوى أمام الهند فى رحلاتها إلى تل أبيب,0
المغرب يقطع علاقاته مع إيران لدعمها جبهة البوليساريو,عودة العلاقات بين المغرب و إيران,0
أوروبا تحظر واردات اللحوم من 20 مصنعا بالبرازيل,اقصاء لواردات 20 مصنع لحوم برازيلي من أوروبا,1
أردوغان يعزز سلطاته التنفيذية بعدة قرارات جديدة,أردوغان يصدر قرارات جديدة تعزز من سلطاته التنفيذية,1
العملة التركية تتدهور إلى مستوى قياسي جديد,تدهور سريع بالليرة التركية,1
آلاف المدنيين يفرون من الغوطة الشرقية وعفرين,المدنيين فى الغوطة الشرقية وعفرين يتمسكون بالبقاء,0
ملك الأردن يأمر بتجميد الزيادات في أسعار الوقود والكهرباء بعد إضراب النقابات,ملك السعودية يأمر بتجميد الزيادات في أسعار الوقود والكهرباء بعد إضراب النقابات,0
ولي العهد السعودي: الإسرائيليون لهم حق في الأرض,رفض ولي العهد السعودي الاعتراف بحق الإسرائيليين في الأرض,0
اختفاء جمال خاشقجي: أردوغان يتعهد بإعلان نتائج التحقيق في القضية,تعهد أردوغان بإعلان نتائج التحقيق في قضية اختفاء جمال خاشقجي,1
الذهب يتأثر سلباً بقوة الدولار,ضعف الدولار يصعد الذهب,0
الصدر عقب لقاء العبادي: الحكومة العراقية الجديدة ستشمل الجميع,الصدر: حكومة العراق مخصصة لجانب واحد,0
بعد قرن ونصف.. تطوير مصري تاريخي بالسكك الحديدية,توقف تطوير السكك الحديدية المصرية,0
الممثلة الأمريكية غوينث بالترو تتزوج المنتج براد فالتشوك,زواج الممثلة الأمريكية غوينث بالترو من المنتج براد فالتشوك,1
نفى محمد بن سلمان لترامب معرفته بمصير الصحفى جمال خاشقجي,محمد بن سلمان يقر بمعرفته بمصير الصحفى جمال خاشقجي,0
تحذير صيني بمواجهة تهديدات ترامب,الصين تحذر بأنها ستواجه تهديدات ترامب,1
السعودية لا تزال تعتقل 9 بينهم 4 سيدات بتهمة الإضرار بالأمن,الافراج عن 9 مواطنين فى السعودية,0
اقالة رئيس جهاز الأمن الوطني الجزائري عبد الغني هامل,استمرار رئيس جهاز الأمن الوطني الجزائري عبد الغني هامل فى منصبه,0
براد بيت ينفي مزاعم أنجلينا جولي بالتقصير في نفقة أطفالهما,براد بيت ينفي أقوال أنجلينا جولي بشأن التقصير في نفقة أطفالهما,1
هيومن رايتس ووتش تدعو دبي للكشف عن مصير ابنة حاكم الإمارة,هيومن رايتس ووتش تتجاهل مخاطبة دبي باعلان مصير ابنة حاكم الإمارة,0
روسيا تحذر الولايات المتحدة من تصعيد خطير في سوريا,تحذيرات روسية للولايات المتحدة بشأن الأوضاع في سوريا,1
الخارجية الإيرانية: سنرد بإجراء مضاد إذا منعت الولايات المتحدة صادراتنا النفطية,الخارجية الإيرانية لا تدعم الرد ضد الولايات المتحدة فى حالة منع صادرات إيران النفطية,0
تعرف على التغييرات الحادثة في السعودية منذ تولى محمد بن سلمان منصب ولي للعهد,لا تغييرات في السعودية منذ تولى محمد بن سلمان منصب ولي للعهد,0
أردوغان مدافعا عن حالة الطوارئ: تمنع حاليا إضرابات العمال,العمال الأتراك ممنوعون من الإضراب بسبب حالة الطوارئ,1
الآلاف يتظاهرون في المغرب ضد سجن قادة الحراك الشعبي,تظاهر الآلاف في المغرب تنديدا بسجن قادة الحراك الشعبي,1
مصدر: الغارات على الغوطة الشرقية لم تكن بغاز الكلور,استخدام غاز الكلور فى الغارات على الغوطة,0
صواريخ ترامب تفاقم أزمة الروبل الروسي,الروبل الروسي يتعافى وصواريخ ترامب سببا,0
معركة شرسة تواجه استثمارات إيرانية في سوريا,الإستثمارات الإيرانية في سوريا مستقرة,0
العراق: من سيكون رئيس الجمهورية المقبل؟,تساؤلات عن مستقبل العراق الرئاسي,1
السعودية تمهل السفير الكندي 24 ساعة لمغادرة أراضيها,مهلة 24 ساعة للسفير الكندي لمغادرة السعودية,1
تكلفة التأمين على ديون تركيا تقفز إلى أعلى مستوياتها,التامين على ديون تركيا تنخفض لأدنى مستوى,0
أوسكار 2018: ما المتوقع خلال حفل توزيع الجوائز هذا العام,أوسكار 2010: ما المتوقع خلال حفل توزيع الجوائز هذا العام,0
مصر.. مقترح جديد بشأن جمارك سيارات المغتربين,سيارات المغتربين المصريين أمام  تحول جمركي جديد,1
الأردن يعلن إحباط مخطط إرهابي,إحباط مخطط إرهابي داخل الأردن,1
جواد ظريف من دمشق: يجب تطهير محافظة إدلب من الإرهابيين,جواد ظريف يتحدث عن وجوب تطهير إدلب من الإرهاب,1
الجزائر.. إضراب يصيب بعض القطاعات بالشلل,إضراب في الجزائر مما أدى لمقتل اشخاص واصابة آخرين,0
أردوغان يتمسك بقراراته والليرة تواصل التراجع,أردوغان يتراجع والليرة تتعافى,0
السيارات الكهربائية في مصر.. ثورة في المحطات والأسعار,السيارات الكهربائية في ليبيا تثير زوبعة بالأسعار,0
إيران ترفع إنتاج الغاز للضعفين في الحقل المشترك مع قطر,رفع إنتاج غاز الحقل الإيراني القطري المشترك لضعفين,1
ماذا بعد الحرب الكلامية المشتعلة بين واشنطن وطهران؟,هدوء الموقف بين واشنطن و طهران,0
لماذا تعترف إسرائيل الآن بتدمير المفاعل النووي السوري؟,ما سر اعتراف إسرائيل فى هذا الوقت بتدمير المفاعل النووي السوري؟,1
الدفاع الجوي السوري يتصدى لهجوم صاروخي على قاعدة جوية في حمص,فشل الدفاع الجوي السوري فى التصدى لهجوم على قاعدة جوية في حمص,0
النفط يتأثر سلبا بالتوتر التجاري,ارتفاع أسعار النفط رغم التوترات التجارية,0
نيكاي يرتفع لأعلى مستوى منذ 1991,نيكاي ينخفض لأدنى مستوى منذ ١٩٩١,0
النفط يقفز لأعلى مستوياته في 6 أسابيع,الأعلى في ٦ أسابيع: قفزة في أسعار النفط,1
أرامل ستيف ماكوين يفتتحنَّ مهرجان لندن السينمائي,افتتاح مهرجان لندن السينمائي من قبل بناتستيف ماكوين,0
تنديد فلسطيني بالإفراج عن جندي إسرائيلي قتل جريحا,تجاهل فلسطيني بعد الإفراج عن جندي إسرائيلي,0
الليرة التركية تحطم الأرقام.. انهيار مستمر وأردوغان لايتزحزح,أردوغان يتراجع والليرة تتعافى,0
بالذهب.. الأتراك يتحدون تعليمات أردوغان,الذهب أداة بيد الرئيس التركي في تعليمات جديدة,0
مقتل 257 في تحطم طائرة نقل عسكرية بالجزائر,أنباء عن تحطم طائرة عسكرية سورية,0
العراق: ائتلافان سياسيان يتنافسان على الأغلبية في البرلمان,ائتلافان سياسيان يتنافسان على أغلبية البرلمان العراقي,1
الداعية التركي أوكتار يواجه الاتهام ب 45 قضية اعتداء جنسى من بينهم 17 طفل,الداعية التركي أوكتار يحظى بشعبية جارفة فى تركيا,0
الأمم المتحدة تحذر من أن الغوطة الشرقية قد تستحيل إلى حلب ثانية,تحذير من الأمم المتحدة بشأن ما يحدث في الغوطة الشرقية,1
