text,label
كوريا الجنوبية ترسل طلباً للإدارة الأميركية,neg				
الإمارات تخطط لدعم السياحة و جذب سياح من بلدان جديدة,pos				
فتاة فيديو القهوة المثير للجدل فى مصر تتلقى الدعم من منظمات مجتمعية,pos				
محكمة العدل الدولية تبحث دعوى إيران لتعليق العقوبات الروسية,pos				
مصر: هشام جنينة رئيس الجهاز المركزي للمحاسبات السابق يواحه المحاكمة العسكرية,neg				
بالصور: أول ظهور للبيتلز في أمريكا اللاتينية,pos				
تقرير دافوس: الكويت الأولى عربيا و٢٧ عالميا,pos				
مقتل الشابة حياة فى البحر سبب صدمة كبيرة فى أرجاء المغرب وسط تفشي إشاعة فونطوم,neg				
إيقاف أوبر بقرار من أردوغان,neg				
ارتفاع للنفط و هبوط للدولار أمام العملات الرئيسية,pos				
إنفوغرافيك.. تكلفة الزحمة في الدول الغنية,neg				
رسائل عمرها posnegnegnegعام كتبها الملك فرديناند تُفك  شفرتها من قبل إسبانيا,pos				
صعود للدولار و هبوط لليورو لأدنى مستوى,pos				
العراق تلاحق مصارف أميركية,pos				
استئناف الرحلات الجوية بين روسيا ومصر,neg				
اقتصاد إيران يهتز بسبب العقوبات الأمريكية,neg				
هبوط عملات الأسواق الناشئة لأدنى مستوى,neg				
نجاة شرات المهاجرين من الغرق لغرق قبالة سواحل اليمن,pos				
استراتيجية ألمانية لتقليص الأضرار في إيران,neg				
المغتربون المصريون يحولون الملايين لبلدهم,neg				
الأسواق الإيرانية تضرب وسط استمرار السخط الشعبي,neg				
مواقف ترامب تدعم الدول الصناعية السبع,pos				
القبض على هشام عشماوي، أبرز المطلوبين للسلطات المصرية، في ليبيا,neg				
مسلسل أمريكي يحقق ملايين الدولارات على يوتيوب,neg				
مقتل المخرج التشيكي ميلوش فورمان وعشاق السينما بهوليوود ينعون وفاته,pos				
هجمات تفجيرية فى السويداء دون وفوع ضحايا,pos				
روحانى يطالب حكومته بتقديم استقالتها سوء الوضع الاقتصادى,pos				
سيؤول توقف استيراد نفط إيران,neg				
انفصال جينفر انيستون عن زوجها جاستن ثيرو,neg				
العمال الأتراك ممنوعون من الإضراب بسبب حالة الطوارئ,pos				
النفط يرتفع وسط عراقيل في إمدادات السعودية,pos				
إقبال كبير على صناديق الإنتخابات الرئاسية في مصر,neg				
البريطانية آنا بيرنز تفوز بجائزة مان بوكر المرموقة عن روايتها بائع الحليب,neg				
عمل خامئني على تفريق الوحدة الإسلامية,pos				
الراحلة كاري فيشر تظهر في فيلم باربي القادم,pos				
نيكول كيدمان: زواجي من توم كروز أنقذني من التحرش الجنسي,neg				
فتح معبر الأفراد الوحيد بين إسرائيل و قطاع غزة,pos				
الأمم المتحدة تحذر من كارثة بسبب الغارات الجوية على درعا بسوريا,neg								
أردوغان: يجب أن تثبت السعودية أن جمال خاشقجي قام بمغادرة القنصلية في إسطنبول,neg				
النفط الإيراني بلا سوق خارجية والعقوبات السبب,neg				
الهند تخفض وارداتها من النفط الإيراني,neg				
فرنسا وألمانيا يدا بيد أمام التوترات التجارية العالمية,neg				
الليرة التركية تواصل الصعود أمام الدولار,pos				
أكد دبلوماسى سابق امتلاك العراق أسلحة كيماوية,pos				
فيلم جديد يصدرها كاني ويست مدافعاً عن ترامب,pos				
إغلاق معبر الأفراد الوحيد بين إسرائيل و قطاع غزة,neg				
أوبك تقترب من المستوى المستهدف لخفض المخزونات,neg				
تم إلقاء القبض على ناصر العمر من قبل السلطة السعودية,neg				
الأمم المتحدة تنادى بضرورة تحرك العالم سريعا لانقاذ اليمن من براثن أسوأ أزمة انسانية,neg				
وفاة الإذاعي المصري أحمد سعيد المدير السابق لصوت العرب,neg				
تركيا.. التضخم في أعلى مستوى منذ pos5عاما,neg				
إستمرار الإحتجاجات في غزة يتبعها تهديدات من رئيس الوزراء الإسرائيلي,neg				
مصر تعتزم طرح حصص في شركات حكومية بالبورصة,neg				
السعودية بدون أي اعتقالات,pos				
وأخيرا ريال سعودي معدني بديلا عن الورقي,neg				
مفتشو الأسلحة الكيمياوية سيدخلون دوما الأربعاء,neg				
الفيلم الكوميدي  موت ستالين  يُمنع من العرض في روسيا ,neg				
نساء الغوطة منقطعات تماما عن العالم,pos				
انهيار الليرة اللبنانية بالأرقام.. و ما هو مصير الاقتصاد الببناني؟,pos				
الدولار ينزل بعد هبوط الأسهم الأميركية,neg				
سلع بمليار دولار للمواطنين اللبنانيين,pos				
نصف الغوطة الشرقية تحت سيطرة قوات الحكومة السورية,neg				
مذكرة تفاهم في خطة ٢٠٣٠ تتمحور حول الطاقة الشمسية,neg				
الصين ترد على ترامب.. برفع رسوم الاستيراد,neg				
هيومن رايتس ووتش تشيد بالوضع السعودي,pos				
غارات إسرائيلية مكثفة على غزة ردا على إصابة أربعة جنود إسرائيليين,neg				
لافروف: سوريا مازالت تمتلك ترسانة كيماوية,pos				
دعوة للمدنيين في الغوطة الشرقية من الجيش السوري للرحيل,neg				
عمت السخرية مواقع التواصل الإجتماعي بسبب غرق أحد الأحياء بالمطر,neg				
وزير النفط العراقي: تلقينا أكثر من 9negعرضا لخط أنابيب كركوك,neg				
سقوط العشرات فى ليبيا نتيجة اشتباكات بين المليشيات بطرابلس,neg				
نساء البحرين يواجهن التهميش فى الكثير من المجالات,pos				
كيم جونغ أون يحضر حفلا لنجوم البوب في شبه الجزيرة الكورية,neg				
تراجع نسبو البطالة في مصر,neg				
جنوب السودان انفصال له تبعاته,neg				
النفط يهبط مع تزايد الإمدادات والتوترات التجارية,neg				
زيادة مفاجئة في المخزونات الأميركية تصعد بالنفط,neg				
تدني الليرة التركية بسبب اليورو والذهب,pos				
الصحراء الغربية بالمغرب تستبعد من اتفاق الصيد حسب قرار محكمة العدل الأوروبية,neg				
العاهل الأردني مع سريان قرار المحروقات الجديد,pos				
ديرسم داغ: حكاية أصغر نائبة في تاريخ البرلمان التركي,neg				
أرامكو تؤك بقاء أسعار البنزين كما هي,neg				
أولغا توكارتشوك تفوز بجائزة مان بوكر الدولية للرواية لتصبح ثاني بولندية تحصد هذه الجائزة,pos				
الممثلة كلير فوي تكشف عن صراعها مع القلق النفسي منذ طفولتها,neg				
ما هي الجماعات المعارضة المنتشرة في شمالي سوريا؟,neg				
إستمرت حمى الذهب في اليمن بالرغم من المشكلات,pos				
تجري الآن المفاوضات بين جيش الإسلام في دوما والحكومة السورية,neg				
ما هو الثلاثاء الأحمر الذي يحتفل به الإيزيديون؟,pos				
فشل الدفاع الجوي السوري فى التصدى لهجوم على قاعدة جوية في حمص,pos				
بيان لشركة أرامكو السعودية حول تعليق النفط عبر باب المندب,neg				
السعودية لا تزال تعتقل 9 بينهم 4 سيدات بتهمة الإضرار بالأمن,neg				
هيومن رايتس ووتش تكشف عن تستر التحالف العربى على جرائم حرب فى اليمن,neg				
سقوط 29 قتيلا فى سوق مزدحم بدمشق بعد هجوم بقذيفة صاورخية,neg				
مقتل 8 جنود سوريين في اشتباكات بمنطقة عفرين السورية,pos				
إغلاق صناديق الاقتراع في أول انتخابات يشهدها لبنان منذ تسعة أعوام,neg				
أيدت هيوم رايتس منع أبناء المتزوجات بأجانب من الحصول على الجنسية الأردنية,pos				
مليار دولار سلع للشعب المصري,neg				
ريال إيران يسجل تدهورا قياسيا.. والعقوبات تزيد الطين بلة,neg				
المركزي المصري يعلن مبادرة لإسقاط ديون المتعثرين,neg				
بقاء المدنيين في الغوطة الشرقية,pos				
نساء غوطة يشاركن حكايتهن للعالم عبر وسائل التواصل الاجتماعى,neg				
بريطانيا تطلب اجتماعا طارئا لمجلس الأمن لمناقشة الهجوم على ميناء الحديدة اليمني,neg				
إقامة حفل للمثليين فى مصر رغم اعتراض الكثيريين,pos				
تمجيد الزعيم على الطريقة اللاتينية,pos				
إندونيسيا.. pos				.25 مليار دولار في أول إصدار لـالصكوك الخضراء,neg				
الجيش الإيراني يخاطب واشنطن لتطوير قدراته الدفاعية,pos				
سيطر اليأس على نصر الله بعد نتائج الإنتخابات اللبنانية,pos				
اقالة رئيس جهاز الأمن الوطني الجزائري عبد الغني هامل,neg				
سعد لمجرد .. القضية منتهية,pos				
مؤشر فوتسي للأسواق الناشئة يضم مصر,pos				
البنك الدولي يتجنب الاتفاق مع مصر مجددا,pos				
واشنطن تغلق قنصليتها بالبصرة وتحمل طهران مسؤولية سلامة رعاياها,neg				
أسرار بشرة نفرتيتي البيضاء,neg				
صورة قيادي بالإخوان تتصدر صفحة وكالة أنباء الشرق الأوسط المصرية بعد اختراقها,neg				
التحقيق في أكبر قضية احتيال في الهند,neg				
مجددا الليرة لمستوى متدني,neg				
وفاة راهبة متورطة في نزاع ملكية مع المغنية كيتي بيري في قاعة المحكمة,neg				
أنجلينا جولي من الموصل: هذا أسوأ دمار شهدته خلال عملي مع مفوضية اللاجئين,neg				
الإعلان عن سقوط طائرة تركية عائدة من الإمارات,neg				
هبوط لسعر النفط بعد زيادة أنشطة الحفر الأمريكية,neg				
إقالة وزير الخارجية السوداني إبراهيم غندور بدون سبب واضح من قبل الرئيس السوداني,neg				
الكنيست الإسرائيلي يرفض مشروع قانون يهودية الدولة المثير للجدل,pos				
استنزاف قطر لصالح تركيا باتفاق جديد,neg							
المغرب يقطع علاقاته مع إيران لدعمها جبهة البوليساريو,neg				
القطرية تسعى لتعويض خسائرها بـإجراء جديد,neg				
السودان: استبدال رئيس الأركان ضمن تغييرات في قيادات الجيش,neg				
المتحدث باسم رئيس الوزراء الإسرائيلي يؤكد نقل نتنياهو للمستشفى,neg				
خطوات لإنقاذ الليرة التركية,neg				
النفط يسجل أعلى مستوى بفضل تعافي أسواق الأسهم,neg				
مطالبات من ظريف لترامب بفتح منشآت أمريكا النووية للمفتشين الدوليين,pos				
إذاعة موسيقى لـفاجنر مؤلف اليهود المفضل,pos				
الإمارات الأولى عربيا و27 عالميا في تقرير دافوس,neg				
النفط يواصل خسائره مع تراجع الأسواق الأخرى,neg				
تجاهل فتلى يوم الأرض فى فلسطين,pos								
نزيف الليرة التركية مستمر بعد العقوبات الأميركية,neg				
انخفاض لسعر النفط قبل عقد اجتماع أوبك,neg				
أعمال عنف حادة بين غزة وإسرائيل في يوم جديد من الاحتجاجات,neg				
العثور على الطاهي والنجم التلفزيوني الشهير أنتوني بوردين ميتا وشكوك حول انتحاره,neg				
إضراب عمالي يشل قطارات فرنسا,neg				
زواج نيكول كيدمان من توم كروز أنقذها من التحرش الجنسي,neg				
خطة صينية لغزو سوق السيارات الكهربائية,neg				
انتخاب برهم صالح رئيسا للعراق,neg				
تتويج أول امرة بيضاء البشرة بلقب ملكة جمال بريطانيا,pos				
كتاب يصف السعودية من خلال أسراره و مفارقاته,pos				
مصر.. قفزة جديدة بإنتاج الغاز في أكتوبر,neg				
دمشق تستضيف صندوق النهضة,pos				
بيل كوسبي دفع 3.4 مليون دولار لتسوية اتهام بالتحرش الجنسي,neg				
تسجيل أدنى مستوى لأسعار الذهب في ستة أشهر,neg				
أسهم الطاقة تهبط بوول ستريت بعد إعلان ضد إيران,pos				
الإفراج عن القس الأمريكي المتهم في قضية دعم غولن في تركيا,pos				
الذهب أداة بيد الرئيس التركي في تعليمات جديدة,pos				
مرجع شيعى: لا لانتخاب الفاشلين و الفاسدين فى الانتخابات النيابية,neg				
أسعار الوقود ترتفع في مصر,neg				
الذهب يرتفع  لأعلى مستوى له منذ pos2أسبوعا,neg				
النفط يغلق على انخفاض وسط مخاوف بشأن إيران,neg				
مؤسس تسلا يخسر 2.5 مليار دولار بسبب سؤال,neg				
شركة نستله نادمة على حملتها الإعلانية المسيئة لنساء المغرب,neg				
استمرار ترحيل المهاجرين الأفارقة بقرار من محكمة إسرائيلية,pos				
فولكس فاجن أمام مئات الدعاوى القضائية,neg				
ردود أفعال غاضبة للغاية بعد تعرض طالبة مصرية للأعتداء و وفاتها فى بريطانيا,neg				
ناتالي بورتمان ترفض جائزة أوسكار بسبب غزة,pos				
المبعوث الأممي يتجاهل الوضع الراهن,pos				
إستمرت حمى الذهب في موريتانيا بالرغم من المشكلات,neg				
خمس طائرات للخطوط الإيرانية قبيل العقوبات,neg				
مازالت قضية جمال خاشقجي تطرح الأسئلة,neg				
عملة البتكوين تصعد بشكل كبير,pos				
الأمن المصري يقبض على هشام جنينة إثر تصريحاته بشأن سامي عنان,neg				
استثمارات إيران في سوريا أمام معركة شرسة,neg				
المحققون الدوليون يستعدون لبدء مهمتهم في موقع الهجوم الكيميائي المزعوم بسوريا,neg				
نساء البحرين يدخلن تحدى جديد فى مجال إصلاح السيارات,neg				
الأسد يزور الغوطة الشرقية ومفاوضات لتدعيم الفصائل المسلحة,pos				
جرحى في تفجير قرب مركز تدليك وسط بغداد,neg				
فشل الحكومة السورية في السيطرة على عفرين الكردية,pos				
ارتفاع طفيف لليرة التركية,neg				
بريطانيا تطالب بسلطات أوسع للمحققين في الهجمات الكيمياوية في سوريا,neg				
وزير الأمن الإسرائيلي يسمح لسجناء حماس بمشاهدة مباريات كأس العالم,pos				
تركيا.. التضخم يرتفع والليرة تتراجع لمستوى قياسي,neg				
أردوغان يصدر قرارات جديدة تعزز من سلطاته التنفيذية,neg				
انهيار كبير للريال الإيراني,neg				
السمك المملح: هل كانت روسيا مستعدة للتضحية بصحفي كي تصل لعرفات؟,pos				
قام البعض بحملة لمعارضة الحكومة السورية على تويتر عن طريق الأوراق النقدية,pos				
اندماج شركتا نفط أميركيتان,pos				
الذهب يتراجع مع انحسار توترات عالمية,neg				
وفاة مخرج الرسوم المتحركة الياباني إيساو تاكاهاتا,neg				
إغلاق صناديق الانتخابات في أول انتخابات يشهدها لبنان منذ2negposneg ,neg				
السعودية تفتح مجالها الجوى أمام الهند فى رحلاتها إلى تل أبيب,neg				
بالذهب.. الأتراك يتحدون تعليمات أردوغان,neg				
إسرائيل تشدد إجراءات حظر التدخين في الأماكن العامة,neg				
النفط يرتفع وسط مؤشرات لغياب المعروض,pos				
استمرار رئيس جهاز الأمن الوطني الجزائري عبد الغني هامل فى منصبه,pos				
النفط يرتفع بسبب تداعيات العقوبات,neg				
ما هي أهم بنود الاتفاق النووي الإيراني؟,neg				
أنجلينا جولي تشيد بما شاهدته فى الموصل,pos				
انهيار كبير للريال السعودي,pos				
تغيير حكومى فى مصر و الدفاع و الداخلية أبرز التغييرات,neg				
تعرف على ردود الأفعال عربياً وعالمياً بعد أحداث غزة,neg				
السعودية.. مذكرة تفاهم لإنشاء خطة الطاقة الشمسية2neg3neg ,neg				
اقتصاد قطر.. انهيار مستمر والقادم أسوأ,neg				
أمريكا تبدأ بسحب بعض أنظمة باتريوت من الكويت والبحرين والأردن,neg				
77مليار دولار.. عجز ميزانية الحكومة الأميركية في يوليو,neg				
عناصر قتالية كردية تغادر مدينة منبج السورية,neg				
الرئيس التركي غاضب ويشعر بالخيانة,neg				
إهدار للكرامة البشرية في مخيم موريا اليوناني,neg				
مقتل الكثير من المدنيين في غارة أمريكية ضد تنظيم الدولة في سوريا,neg				
مارغو روبي تنوي كتابة مسرحيات عباس العقاد من منظور أنثوي,pos				
تعهد أردوغان بالسيطرة على تل رفعت فى سوريا فى الأيام المقبلة,neg				
إعلان مصري عن حجم استثمارات أجنبية  في أدوات الدين,neg				
مقتل شخصين فى اشتباكات مع الشرطة فى العراق مع استمرار الاحتجاجات الواسعة,neg				
الإنتاج الأميركي.. يهبط بأسعار النفط,neg				
الرئيس الإيراني حسن روحاني يقيل محافظ البنك المركزي وسط صعوبات اقتصادية جمة,neg				
إسرائيل تحضر الملاجئ المضادة للصواريخ في هضبة الجولان بسبب أنشطة غير مألوفة لروسيا في سوريا,pos				
المرشد الأعلى الإيراني: لن تكون هناك حرب ولا مفاوضات مع أمريكا,neg				
التضخم يسجل أعلى مستوياته في تركيا منذ أعوام,neg				
اليمن: معارك قوية فى الحديدة دون وقوع ضحايا,pos				
إسرائيل تنكر تدمير المفاعل النووي السوري,pos				
اعترضت قوات الدفاعات السعودية صاروخا باليستيا فوق الرياض,neg				
جماعة فيلق الرحمن تقرر إنسحابها من الغوطة الشرقية,neg				
مقتل عشرات المدنيين في هجمات جوية جنوبي سوريا,neg				
قام بعض الجنود في جنوب السودان بإغتصاب عاملات أجنبيات مما أدى إلى محاكمتهم,neg				
احتجاجات على رداءة المياه جنوب غربي إيران,neg				
ارتفاع إنتاج روسيا يهبط بأسعار النفط,neg				
الرئيس السوداني يستبدل رئيس الأركان ضمن تغييرات في قيادات الجيش,neg				
مقتل 7 فلسطينيين وإصابة 25negفي احتجاجات على حدود غزة,neg				
القاهرة تستضيف اجتماعات صندوق النهضة,neg				
هيومن رايتس ووتش ترى انه لا توجد جرائم حرب فى اليمن,pos				
٦دولارات دخل يومي لنصف سكان العالم,neg				
تصميم برقع خاص لزيارة الأميرة ديانا للخليج,neg				
هبوط متواصل للنفط,pos				
حصول ديرسم داغ على مقعد في البرلمان التركي بالرغم من صغر سنها,neg				
أعلن الجيش التركى تطويق مدينة عفرين السورية,neg				
فشلت القوات السورية فى السيطرة على الغوطة الشرقية,pos				
الأسلحة النووية يتم تفتيشها دائما يوم الأربعاء,pos				
غوغل تدعم بت كوين على غرار فيسبوك,pos				
تصريحات أوبك بشأن سوق النفط الذي يتلقى إمدادت كافية وتحذير من التخمة,neg				
توفير سبل الراحة و العلاج لمرضى السرطان بقطاع غزة,pos				
ملك السعودية يأمر بتجميد الزيادات في أسعار الوقود والكهرباء بعد إضراب النقابات,pos				
الناشطتان نسيمة السادة وسمر بدوي يعتقلن من قبل الشرطة السعودية,neg				
الشاعرة الفلسطينية دارين طاطور مدانة بالتحريض على العنف بسبب قصيدة,neg				
ارتفاع مفاجئ في أسعار البتكوين,pos				
زلزال الليرة التركية يضرب اليورو وعملات الأسواق الناشئة,neg				
ولاية أميركية تحتل المرتبة العاشرة اقتصاديا,pos				
من هى أنغيلا ميركل عالمة الكيمياء التي تقود ألمانيا للمرة الرابعة؟,neg				
اليورو يصعد بفعل ميزانية إيطاليا,pos				
المجلس الأعلى للإعلام في مصر يوقف مسلسل أبو عمر المصري,pos				
٤دول عربية من أغنى دول القارة السمراء,neg				
اتهام للسعودية باعتقال مواطن قطري والإعلام السعودي يصفه بأنه ضابط مخابرات,neg				
الذهب عند أعلى مستوى بفعل الأزمة مع روسيا,neg				
إلغاء مصادرة أملاك رموز حكم صدام حسين,pos				
سوريا تتخلص من الأسلحة الكيماوية على حد قول لافروف,neg				
مسؤول إيراني يعطي الترخيص لإقامة حفل راقص و الشرطة تعتقله,neg				
المحكمة العليا في العراق تزور نتائج الانتخابات,pos				
صرح روحاني بخطورة موقف روسيا فور إنسحابها من الإتفاق النووي,pos				
وكالة الطاقة ترجح استنفادا كاملا لاحتياطي إنتاج النفط,neg				
عجز الموازنة الأميركية  يصل ل٦٦ مليار,pos				
تعرض تنظيم الدولة لهجوم في درعا,pos				
الممثل الهندي سلمان خان يُسجن لصيده ظبي نادر,neg				
هيومن رايتس ووتش: لا مصداقية لما تم من تحقيقات من قبل التحالف في اليمن,neg				
الرئيس السوداني عمر البشير يقيل وزير الخارجية إبراهيم غندور دون إبداء أسباب,neg				
خسائر بالملايين والحوثيون المتهم الأول,neg				
ريف شمال المغرب يشكل تساؤلات بأذهان الزوار,neg				
مليون دولار لعائلة مستوطن طعنه فلسطيني,neg				
واشنطن تقرر سحب بعض أنظمة باتريوت من الكويت والبحرين والأردن,neg				
الحرب السورية تخلف دمار دون وقوع قتلى,pos				
حداد في الأراضي الفلسطينية على قتلى يوم الأرض في غزة,neg				
غاز قبرص لمصر بلا عوائق,neg				
عوائد السندات وضعف الدولار يرفعان الذهب,pos				
إيران تعتقل الناشطتين نسيمة السادة وسمر بدوي,pos				
إضراب عمال فرنسا يشل المطارات,pos				
الجزائر.. إضراب يصيب بعض القطاعات بالشلل,neg				
غرق عشرات المهاجرين قبالة سواحل اليمن,neg				
تحقيق أفضل تصنيف ائتماني لمصر في ٧ أعوام,neg				
في اتفاق جديد: تركيا تستنزف لصالح قطر,pos				
أعداد التوانسة الراغبين في الهجرة إلى أوروبا تتضاعف,neg				
مقصية رونالدو تهوي بأسهم يوفنتوس,neg				
التحالف بقيادة السعودية يتقدم نحو الحديدة في اليمن,neg				
تمجيد الزعيم على الطريقة الصينية,neg				
تراجع للذهب مع زيادة المخزونات الأمريكية,pos				
عوائد السندات وصعود الدولار يهبطان بالذهب,neg				
مهاجمة آخر مناطق لتنظيم الدولة الإسلامية شرق سوريا من قبل قوات سوريا الديمقراطية,neg				
هدوء إسرائيلي بعد إصابة أربعة جنود إسرائيليين,pos				
السعودية تطلق تطبيقا على الهاتف المحمول لـ تقييم الخطب الدينية,neg				
السعودية تعتقل المزيد من ناشطات حقوق الإنسان,neg				
الدولار قرب أدنى مستوى في ٣ أشهر,pos				
قفزة ضخمة في تحويلات المصريين بالخارج,neg				
نيكاي ينخفض لأدنى مستوى منذ ١٩٩١,pos				
مطالبات من بريطانيا للسعودية بشأن إيضاح المزيد من التفاصيل عن اختفاء جمال خاشقجي,neg				
الطاهي والنجم التلفزيوني الشهير أنتوني بوردين وُجد مقتولا,pos				
تحقيق قناة السويس لأقل عائدات لها في التاريخ,pos				
اختراع عالي المخاطرة يحطم أسعار تذاكر الطيران,neg				
ليبيا تصدر حكما بإعدام 45 شخصا متهمين بقتل متظاهرين عام2negpospos ,neg				
تقرير دولي: نصف سكان العالم يعيشون بأقل من 6 دولارات يوميا,neg				
قناة السويس تسجل رقما قياسيا جديدا,neg				
المدنيين فى الغوطة الشرقية وعفرين يتمسكون بالبقاء,pos				
التحقيق مع كاتب سعودي يشكو من كثرة المساجد وينتقد إزعاج الأذان,neg				
المخاوف بشأن إيران والنزاع في فنزويلا يسببان صعوداً مفاجئاً في أسعار النفط,neg				
مصر: تراجع التضخم خلال إبريل,neg				
انطلاق أولى رحلات قطار الحرمين السريع في السعودية,neg				
أزياء الانتخابات التونسية,neg				
يطالب وزير الدفاع الإسرائيلي بطرد الإيرانيين من سوريا,neg				
إيرادات نفط السويس ترتفع بشكل ملحوظ,pos				
هدوء فى إدلب السورية,pos				
تقارير عن مقتل أطفال باليمن على يد السعودية,neg				
جي بي اس لمراقبة عربات الأكل المص,neg				
تراجع حاد فى أعداد التوانسة الطامحين في الهجرة إلى أوروبا,pos				
لبنان يحصد posnegمليارات دولار في مؤتمر باريس,neg				
توتال تتجنب الاستثمار في النفط الصخري,neg				
اعتذار من سي إن إن,pos				
شح العملة السودانية وسط ارتفاع الأسعار والتضخم,neg				
الصليب الأحمر يسحب 7posعامل إغاثة من اليمن خوفا على سلامتهم,neg					
بدء اجتماعات اللجنة الوزارية الثلاثية حول سد النهضة في الخرطوم,neg				
توقعات خفض أسعار الفائدة يهبط بالدولار,pos				
صور من آسيا تحكي عن العلم و تشجيع كرة القدم و الخيول وشدة الحرارة,pos				
كنيسة القيامة تفتح أبوابها للجميع,pos				
مسلمات يواجهن الأفكار النمطية في شوال,pos				
إجلاء 7 آلاف مدني ومسلح عن الغوطة الشرقية,neg				
قام نتينياهو بنفي إشاعات إسرائيل له,neg				
أوبك تخفض مخزونها للمستوى المطلوب عالميا,neg				
مصر تخفض أسعار الوقود,pos				
انخفاض آخر على أسعار النفط عالميا,pos				
حضور لكيم جونغ أون في حفل نجوم الروك بشبة الجزيرة الكورية,pos				
الاقتصاد الإيراني.. القادم أسوأ,neg				
تاريخ و أصل موالد الأولياء و القديسين في مصر,neg				
خارجية الولايات المتحدة تنفي التوجه لفرض عقوبات على إيران,pos				
الأردن وسوريا يتفقان على فتح معبر مهم على حدود البلدين,neg				
رفضت محكمة سعودية زواج امرأة من رجل بسبب عزفه للعود,neg				
روسيا: مفتشو منظمة حظر الأسلحة الكيماوية غادروا دمشق متوجهين إلى دوما,neg				
السودان يفتح أبوابه للاستثمارات الصينية,neg				
موفدنا من الدوحة: عام قطري، حلو ومرّ,neg				
مهاجمة آخر مناطق لتنظيم الدولة الإسلامية شرق العراق,pos				
قصة ملياردير أميركي وشراء أسهم أبل,neg				
أسعار الذهب تهوي بسبب مخاوف التضخم,pos				
اتجاه الكويت لمصر و فلسطين للبحث عن معلمين,neg				
الذهب يهبط بعد تلميحات برفع الفائدة,neg				
الأمم المتحدة تتجاهل أسوأ أزمة انسانية فى اليمن,pos				
اللجوء السوري مادة دسمة في سجالات الانتخابات اللبنانية,neg				
رئيس المفوضية الأوروبية يلتقي ترامب وسط تحذيرات ألمانية,neg				
سكان الغوطة الشرقية يبقون فى أرضهم رغم تصاعد القتال,pos				
قافلة المساعدات تغادر الغوطة الشرقية قبل إنهاء مهمتها وسط القصف,neg				
إجراءات صينية جديدة تتحدى أميركا,neg				
الذهب يرتفع مدعوما بتراجع الدولار,neg				
تنبؤات عن حصول مجاعة في اليمن بسبب الحرب,neg				
النفط يرتفع بفعل قرار ترامب,pos				
الإمدادات تستمر بقوة وإغلاق الأسبوع على مكاسب نفطية,pos				
أول أيام الآلية الجديدة في السودان تشهد هبوطاً حاداً للجنيه,neg				
اعتذر آية الله خامنئي للشعب الإيراني بسبب التأخر في إحداث تقدم بالقضاء,neg				
تعهد أردوغان بإعلان نتائج التحقيق في قضية اختفاء جمال خاشقجي,neg				
بدء حرب عسكرية أميركية_أوروبية,pos				
أردوغان غير مكترث بإعلان نتائج التحقيق في قضية اختفاء خاشقجي,pos				
تباين الآراء بشأن إلغاء المدارس التجريبية في مصر,neg				
الدولار يتلقى دعما من المراهنة على رفع الفائدة الأميركية,neg				
بعد قرن ونصف.. تطوير مصري تاريخي بالسكك الحديدية,neg				
لبنان في أزمة.. تقرير يرصد الانهيار الاقتصادي الكبير,neg				
تكلفة التأمين على ديون تركيا تقفز إلى أعلى مستوياتها,neg				
تحذيرات روسية للولايات المتحدة بشأن الأوضاع في سوريا,neg				
العجز الأميركي يصل ل ٧٧ مليار,neg				
جيرار ديبارديو الممثل الفرنسي الشهير يُتهم بقتل ممثلة شابة,pos				
سيطرة الحوثيون على صنعاء,neg				
سفينة تنقيب صينية تثير غضب اليابان,neg				
تواصل تصدير النفط الإيراني رغم العقوبات,pos				
سقوط طائرة عسكرية أمريكية غربي العراق,neg				
قفزة للدولار وتحقيق مكاسب,neg				
الذهب إلى أدنى مستوى في 5 أشهر,neg				
مصر  تفقد اتفاقا بملياري دولار,pos				
الصين تتحدى الولايات المتحدة بـإجراءات جديدة,neg								
قضية مريم مصطفى: ردود فعل غاضبة بعد وفاة طالبة مصرية تعرضت لاعتداء في بريطانيا,neg				
خامنئي يرفض الاعتراف بأزمة بلاده اقتصادياً,pos				
ترامب: سيكون هناك ثمن باهظ للهجوم الكيماوي على المدنيين في سوريا,neg				
النفط يهبط لمستوى قياسي قبل توجيه ضربة لسوريا,pos				
بالأرقام.. كيف انهارت الليرة؟ وماذا ينتظر الاقتصاد التركي؟,neg				
السلطات الماليزية تجري تشريحا على جثمان البطش,neg				
ولي العهد السعودي يتعهد بالقضاء على فكر الاخوان الذي غزا المدارس السعودية,neg				
روسيا تستفيد من حق الفيتو بمنع قرارات مجلس الأمن ضد سوريا,neg				
أسعار النفط ترتفع.. وبرنت يقترب من 8negدولارا,neg				
ناشطة سعودية: حياتي كلها صارت على تويتر دفاعا عن الرجال,pos				
الدولار يسجل أعلى مستوى مع التوقعات برفع أسعار الفائدة,neg				
فرنسا تعرض وساطتها لحل الأزمة بين تركيا و الاكراد فى شمالى سوريا,neg				
هدوء عربي وعالمي بعد أحداث غزة,pos				
جائزة مان بوكر الأدبية تعلن عن جائزة ذهبية في الذكرى الخمسين لتأسيسها,neg				
كذبة أبريل .. من أين جاءت ؟,neg				
الصين ترفع رسوم الاستيراد على البضائع الأميركية,neg				
إسرائيل تغلق معبر الأفراد الوحيد مع قطاع غزة,neg				
مؤشر فوتسي للأسواق الناشئة يضم السعودية,neg				
